English,Japanese,context
transport,スコープ,This example illustrates how to use the word 'transport'.
transportation,下付金,This example illustrates how to use the word 'transportation'.
transported,	子会社,I transported the report.
transporter,	補助 金,She is an transporter.
transporters,	補助金,We found several transporters.
transporting,	補助金,They are transporting the results.
transports,	補助金,We found several transports.
underlie,	補助金,This example illustrates how to use the word 'underlie'.
underlay,	補助,This example illustrates how to use the word 'underlay'.
underlies,	補助 金,We found several underlies.
underlying,	補助金を支給します,They are underlying the results.
utilise,	補助,This example illustrates how to use the word 'utilise'.
utilisation,テープ,This example illustrates how to use the word 'utilisation'.
utilised,	録音,I utilised the report.
utilises,	テープ,We found several utilises.
utilising,	テーピング,They are utilising the results.
utiliser,跡,She is an utiliser.
utilisers,	追跡,We found several utilisers.
utility,	トレース,This example illustrates how to use the word 'utility'.
utilities,	トレース,We found several utilities.
utilization,	トレーシング,This example illustrates how to use the word 'utilization'.
utilize,変形する,This example illustrates how to use the word 'utilize'.
utilized,	変換,I utilized the report.
utilizes,	変換,We found several utilizes.
utilizing,	変換,They are utilizing the results.
Sublist 7 of the Academic Word List,	変換,This example illustrates how to use the word 'Sublist 7 of the Academic Word List'.
adapt,	変換,She had to adapt to the new environment.
adaptability,輸送,This example illustrates how to use the word 'adaptability'.
adaptable,	運輸,This example illustrates how to use the word 'adaptable'.
adaptation,	輸送,This example illustrates how to use the word 'adaptation'.
adaptations,	トランスポーター,We found several adaptations.
adapted,	トランスポーター,I adapted the report.
adapting,	輸送,They are adapting the results.
adaptive,	輸送,This example illustrates how to use the word 'adaptive'.
adapts,根底,We found several adapts.
adult,	アンダーレイ,This example illustrates how to use the word 'adult'.
adulthood,	根底,This example illustrates how to use the word 'adulthood'.
adults,	基底,We found several adults.
advocate,利用,This example illustrates how to use the word 'advocate'.
advocacy,	使い,This example illustrates how to use the word 'advocacy'.
advocated,	利用,I advocated the report.
advocates,	使う,We found several advocates.
advocating,	活用,They are advocating the results.
aid,	使う,This example illustrates how to use the word 'aid'.
aided,	使う,I aided the report.
aiding,	効用,They are aiding the results.
aids,	ユーティリティ,We found several aids.
unaided,	利用,I unaided the report.
channel,	用いる,This example illustrates how to use the word 'channel'.
channelled,	利用,I channelled the report.
channelling,	利用,They are channelling the results.
channels,	利用,We found several channels.
chemical,,This example illustrates how to use the word 'chemical'.
chemically,,This example illustrates how to use the word 'chemically'.
chemicals,,We found several chemicals.
classic,,This example illustrates how to use the word 'classic'.
classical,,This example illustrates how to use the word 'classical'.
classics,アカデミックワードリストのサブリスト7,We found several classics.
comprehensive,,This example illustrates how to use the word 'comprehensive'.
comprehensively,,This example illustrates how to use the word 'comprehensively'.
comprise,適応する,The committee will comprise five members.
comprised,	適応性,I comprised the report.
comprises,	適応,We found several comprises.
comprising,	適応,They are comprising the results.
confirm,	適応,This example illustrates how to use the word 'confirm'.
confirmation,	適応,This example illustrates how to use the word 'confirmation'.
confirmed,	適応,I confirmed the report.
confirming,	アダプティヴ,They are confirming the results.
confirms,	アダプツ,We found several confirms.
contrary,大人,This example illustrates how to use the word 'contrary'.
contrarily,	成人であること,This example illustrates how to use the word 'contrarily'.
convert,	大人,This example illustrates how to use the word 'convert'.
conversion,説く,This example illustrates how to use the word 'conversion'.
conversions,	提唱,We found several conversions.
converted,	提唱,I converted the report.
convertible,	支持 者,This example illustrates how to use the word 'convertible'.
converting,	提唱,They are converting the results.
converts,援助,We found several converts.
couple,	支援,This example illustrates how to use the word 'couple'.
coupled,	支援,I coupled the report.
coupling,	エイズ,They are coupling the results.
couples,	介助なし,We found several couples.
decade,チャンネル,This example illustrates how to use the word 'decade'.
decades,	チャネリング,We found several decades.
definite,	チャネリング,This example illustrates how to use the word 'definite'.
definitely,	チャンネル,This example illustrates how to use the word 'definitely'.
definitive,ケミカル,This example illustrates how to use the word 'definitive'.
indefinite,	化学,This example illustrates how to use the word 'indefinite'.
indefinitely,	化学薬品,This example illustrates how to use the word 'indefinitely'.
deny,クラシック,This example illustrates how to use the word 'deny'.
deniable,	クラシック,This example illustrates how to use the word 'deniable'.
