English,Japanese,context
utility,	トレース,Utility is used frequently in academic and everyday English.
utilities,	トレース,We found several utilities.
utilization,	トレーシング,Utilization is used frequently in academic and everyday English.
utilize,変形する,Utilize is used frequently in academic and everyday English.
utilized,	変換,I utilized the report.
utilizes,	変換,We found several utilizes.
utilizing,	変換,They are utilizing the results.
Sublist 7 of the Academic Word List,	変換,Sublist 7 of the academic word list is used frequently in academic and everyday English.
adapt,	変換,She had to adapt to the new environment.
adaptability,輸送,Adaptability is used frequently in academic and everyday English.
adaptable,	運輸,Adaptable is used frequently in academic and everyday English.
adaptation,	輸送,Adaptation is used frequently in academic and everyday English.
adaptations,	トランスポーター,We found several adaptations.
adapted,	トランスポーター,I adapted the report.
adapting,	輸送,They are adapting the results.
adaptive,	輸送,Adaptive is used frequently in academic and everyday English.
adapts,根底,We found several adapts.
adult,	アンダーレイ,Adult is used frequently in academic and everyday English.
adulthood,	根底,Adulthood is used frequently in academic and everyday English.
adults,	基底,We found several adults.
advocate,利用,Advocate is used frequently in academic and everyday English.
advocacy,	使い,Advocacy is used frequently in academic and everyday English.
advocated,	利用,I advocated the report.
advocates,	使う,We found several advocates.
advocating,	活用,They are advocating the results.
aid,	使う,Aid is used frequently in academic and everyday English.
aided,	使う,I aided the report.
aiding,	効用,They are aiding the results.
aids,	ユーティリティ,We found several aids.
unaided,	利用,I unaided the report.
channel,	用いる,Channel is used frequently in academic and everyday English.
channelled,	利用,I channelled the report.
channelling,	利用,They are channelling the results.
channels,	利用,We found several channels.
chemical,,Chemical is used frequently in academic and everyday English.
chemically,,Chemically is used frequently in academic and everyday English.
chemicals,,We found several chemicals.
classic,,Classic is used frequently in academic and everyday English.
classical,,Classical is used frequently in academic and everyday English.
classics,アカデミックワードリストのサブリスト7,We found several classics.
comprehensive,,Comprehensive is used frequently in academic and everyday English.
comprehensively,,Comprehensively is used frequently in academic and everyday English.
comprise,適応する,The committee will comprise five members.
comprised,	適応性,I comprised the report.
comprises,	適応,We found several comprises.
comprising,	適応,They are comprising the results.
confirm,	適応,Confirm is used frequently in academic and everyday English.
confirmation,	適応,Confirmation is used frequently in academic and everyday English.
confirmed,	適応,I confirmed the report.
confirming,	アダプティヴ,They are confirming the results.
confirms,	アダプツ,We found several confirms.
contrary,大人,Contrary is used frequently in academic and everyday English.
contrarily,	成人であること,Contrarily is used frequently in academic and everyday English.
convert,	大人,Convert is used frequently in academic and everyday English.
conversion,説く,Conversion is used frequently in academic and everyday English.
conversions,	提唱,We found several conversions.
converted,	提唱,I converted the report.
convertible,	支持 者,Convertible is used frequently in academic and everyday English.
converting,	提唱,They are converting the results.
converts,援助,We found several converts.
couple,	支援,Couple is used frequently in academic and everyday English.
coupled,	支援,I coupled the report.
coupling,	エイズ,They are coupling the results.
couples,	介助なし,We found several couples.
decade,チャンネル,Decade is used frequently in academic and everyday English.
decades,	チャネリング,We found several decades.
definite,	チャネリング,Definite is used frequently in academic and everyday English.
